Seq,1:Fx,1:Fy,1:Fz,1:Mx,1:My,1:Mz,1:COPx,1:COPy,2:Fx,2:Fy,2:Fz,2:Mx,2:My,2:COPx,2:COPy
118.000000,32.491119,-0.105567,349.679779,40.987335,29.684057,-2.067322,-0.084889,0.117214,-24.585182,-1.766791,290.693634,28.743729,-14.889400,0.051220,0.098880
119.000000,32.933521,-0.107118,348.950806,41.126217,29.705332,-2.067476,-0.085128,0.117857,-24.366045,-1.771691,290.687256,28.744476,-14.877445,0.051180,0.098885
120.000000,32.714046,-0.105326,349.319946,41.056141,29.645178,-2.109730,-0.084865,0.117532,-24.365789,-1.554398,290.687653,28.733498,-14.875828,0.051175,0.098847
121.000000,32.714455,-0.106354,349.683472,41.125790,29.694571,-2.109665,-0.084918,0.117609,-24.361431,-1.330396,290.326294,28.654087,-14.926414,0.051413,0.098696
122.000000,32.714592,0.111068,349.666687,41.117245,29.696341,-2.138658,-0.084928,0.117590,-24.361868,-1.331923,290.689819,28.723339,-14.877277,0.051179,0.098811
123.000000,32.933319,0.106979,349.656189,41.118694,29.708399,-2.096341,-0.084965,0.117598,-24.140577,-1.329357,289.962799,28.723713,-14.869209,0.051280,0.099060
124.000000,32.715000,0.110041,350.030151,41.186886,29.745733,-2.138594,-0.084980,0.117667,-24.141014,-1.330885,290.326324,28.792965,-14.820070,0.051046,0.099174
125.000000,32.714039,0.109686,349.660706,41.257122,29.697334,-2.138563,-0.084932,0.117992,-23.919931,-1.330364,289.594421,28.794231,-14.908830,0.051482,0.099430
126.000000,32.714039,0.109686,349.660706,41.257122,29.697334,-2.138563,-0.084932,0.117992,-24.142200,-1.329897,289.595215,28.793781,-14.918080,0.051514,0.099428
127.000000,32.715332,0.328364,349.648804,41.386845,29.796597,-2.167553,-0.085219,0.118367,-24.138025,-0.890135,289.597809,28.772640,-14.917911,0.051513,0.099354
128.000000,32.714230,0.110594,349.296143,41.465633,29.746426,-2.138530,-0.085161,0.118712,-23.917862,-1.107913,289.597412,28.922497,-14.813186,0.051151,0.099871
129.000000,32.714584,0.326073,350.007416,41.318218,29.748497,-2.167490,-0.084994,0.118050,-24.139694,-1.105918,289.234711,28.852791,-14.871577,0.051417,0.099756
130.000000,32.938881,0.325648,350.380554,41.386440,29.807419,-2.209865,-0.085072,0.118119,-23.917425,-1.106385,289.233917,28.853245,-14.862325,0.051385,0.099757
131.000000,32.938663,0.327584,349.652466,41.525303,29.807117,-2.209897,-0.085248,0.118762,-23.916010,-1.107891,289.596619,28.784073,-14.910277,0.051486,0.099394
132.000000,32.939209,0.543963,349.999146,41.586407,29.858280,-2.238824,-0.085310,0.118819,-23.916988,-1.104858,288.870392,28.783993,-14.911464,0.051620,0.099643
133.000000,32.938461,0.541673,350.357788,41.517780,29.810181,-2.238762,-0.085085,0.118501,-23.916988,-1.104858,288.870392,28.783993,-14.911464,0.051620,0.099643
134.000000,32.939617,0.542936,350.362671,41.656048,29.907673,-2.238760,-0.085362,0.118894,-23.918608,-1.107302,288.866180,28.783089,-14.813310,0.051281,0.099642
135.000000,32.939617,0.542936,350.362671,41.656048,29.907673,-2.238760,-0.085362,0.118894,-23.694901,-0.889564,289.233521,28.842716,-14.851455,0.051348,0.099721
136.000000,32.726124,0.989164,350.373169,41.633053,29.895603,-2.280395,-0.085325,0.118825,-23.700655,-1.111213,288.128693,28.784651,-14.899367,0.051711,0.099902
137.000000,32.944519,0.981764,351.084839,41.635525,29.908958,-2.237950,-0.085190,0.118591,-23.698153,-0.887232,287.768158,28.843668,-14.852862,0.051614,0.100232
138.000000,32.726532,0.988136,350.736694,41.702702,29.944996,-2.280331,-0.085377,0.118900,-23.918406,-1.103352,288.507721,28.853165,-14.863511,0.051519,0.100008
139.000000,32.726368,0.987356,350.742920,41.843334,29.846806,-2.280597,-0.085096,0.119299,-23.474445,-0.669493,288.135529,28.903292,-14.891007,0.051681,0.100311
140.000000,32.950260,0.987951,350.752563,41.841908,29.856327,-2.323037,-0.085121,0.119292,-23.915854,-0.664128,288.142700,28.902094,-14.912213,0.051753,0.100305
141.000000,33.169537,1.200257,351.088745,41.904453,29.919544,-2.309647,-0.085219,0.119356,-23.697899,-0.669943,287.768585,28.832689,-14.851245,0.051608,0.100194
142.000000,32.950802,1.204339,351.099243,41.903004,29.907490,-2.351965,-0.085182,0.119348,-23.696716,-0.669026,288.136322,28.902842,-14.900260,0.051713,0.100310
143.000000,32.950802,1.204339,351.099243,41.903004,29.907490,-2.351965,-0.085182,0.119348,-23.475861,-0.667987,287.772827,28.972464,-14.843053,0.051579,0.100678
144.000000,32.950802,1.204339,351.099243,41.903004,29.907490,-2.351965,-0.085182,0.119348,-23.477043,-0.668904,287.405090,28.902311,-14.794038,0.051475,0.100563
145.000000,32.951210,1.203311,351.462708,41.972645,29.956882,-2.351901,-0.085235,0.119423,-23.477043,-0.668904,287.405090,28.902311,-14.794038,0.051475,0.100563
146.000000,32.950989,1.205247,350.734680,42.111507,29.956583,-2.351933,-0.085411,0.120067,-23.477043,-0.668904,287.405090,28.902311,-14.794038,0.051475,0.100563
147.000000,32.950245,1.202956,351.093262,42.042881,29.908484,-2.351870,-0.085187,0.119748,-23.477043,-0.668904,287.405090,28.902311,-14.794038,0.051475,0.100563
148.000000,32.955757,1.426645,351.473572,42.099529,29.956106,-2.322130,-0.085230,0.119780,-23.476606,-0.667376,287.041595,28.833055,-14.843177,0.051711,0.100449
149.000000,32.955894,1.644067,351.456787,42.090984,29.957876,-2.351122,-0.085239,0.119761,-23.478022,-0.665870,286.678894,28.902227,-14.795224,0.051609,0.100817
150.000000,32.956303,1.643040,351.820313,42.160633,30.007269,-2.351058,-0.085291,0.119836,-23.478022,-0.665870,286.678894,28.902227,-14.795224,0.051609,0.100817
151.000000,32.956303,1.643040,351.820313,42.160633,30.007269,-2.351058,-0.085291,0.119836,-23.475723,-0.443937,286.313477,28.962137,-14.845545,0.051851,0.101155
152.000000,32.956303,1.643040,351.820313,42.160633,30.007269,-2.351058,-0.085291,0.119836,-23.474100,-0.443397,286.681061,28.892069,-14.796674,0.051614,0.100781
153.000000,32.957455,1.644303,351.825195,42.298908,30.104757,-2.351056,-0.085567,0.120227,-23.475723,-0.443937,286.313477,28.962137,-14.845545,0.051851,0.101155
154.000000,32.957592,1.861718,351.808411,42.290356,30.106527,-2.380048,-0.085576,0.120208,-23.476704,-0.440904,285.587280,28.962057,-14.846729,0.051987,0.101412
155.000000,32.956631,1.861363,351.438965,42.360588,30.058126,-2.380017,-0.085529,0.120535,-23.475286,-0.442410,285.949982,28.892885,-14.894682,0.052088,0.101042
156.000000,32.957035,1.860335,351.802460,42.430237,30.107519,-2.379953,-0.085581,0.120608,-23.476704,-0.440904,285.587280,28.962057,-14.846729,0.051987,0.101412
