Seq,1:Fx,1:Fy,1:Fz,1:Mx,1:My,1:Mz,1:COPx,1:COPy,2:Fx,2:Fy,2:Fz,2:Mx,2:My,2:Mz,2:COPx,2:COPy
58.000000,38.948036,-10.605239,325.093719,-2.426164,13.065310,-1.863635,-0.040189,-0.007463,-38.121647,8.433528,314.762054,45.853550,-37.572624,3.602262,0.119368,0.145677
59.000000,39.172890,-10.604289,325.472778,-2.497826,13.123236,-1.906106,-0.040321,-0.007674,-38.117725,8.656003,314.764221,45.843391,-37.574074,3.632545,0.119372,0.145644
60.000000,38.953968,-10.597575,325.496796,-2.500855,13.110163,-1.804999,-0.040277,-0.007683,-38.117935,8.653957,314.759338,45.844292,-37.670898,3.632456,0.119682,0.145649
61.000000,38.948860,-10.822299,325.479980,-2.487851,13.111940,-1.834675,-0.040285,-0.007644,-37.898796,8.649059,314.752960,45.845039,-37.658943,3.674047,0.119646,0.145654
62.000000,39.168560,-10.826026,325.838867,-2.556637,13.172395,-1.792387,-0.040426,-0.007846,-37.898796,8.649059,314.752960,45.845039,-37.658943,3.674047,0.119646,0.145654
63.000000,38.949825,-10.821944,325.849426,-2.558086,13.160340,-1.834706,-0.040388,-0.007851,-37.680450,8.426117,314.750000,45.855652,-37.648243,3.602263,0.119613,0.145689
64.000000,38.949825,-10.821944,325.849426,-2.558086,13.160340,-1.834706,-0.040388,-0.007851,-37.679993,8.647356,314.391937,45.914742,-37.696823,3.572189,0.119904,0.146043
65.000000,38.949825,-10.821944,325.849426,-2.558086,13.160340,-1.834706,-0.040388,-0.007851,-37.678570,8.643946,315.117981,45.774601,-37.597752,3.572408,0.119313,0.145262
66.000000,38.948895,-11.038934,325.490540,-2.619938,13.208367,-1.805416,-0.040580,-0.008049,-37.674656,8.868325,314.756805,45.835411,-37.746227,3.602610,0.119922,0.145622
67.000000,38.949856,-11.038579,325.859985,-2.690173,13.256767,-1.805448,-0.040682,-0.008256,-37.457489,8.644466,314.386108,45.775871,-37.686512,3.530835,0.119873,0.145604
68.000000,38.726715,-11.036883,325.491760,-2.620116,13.295343,-1.763070,-0.040847,-0.008050,-37.458904,8.645972,314.023407,45.845039,-37.638557,3.530697,0.119859,0.145992
69.000000,38.725010,-11.039529,325.480957,-2.618507,13.198846,-1.762976,-0.040552,-0.008045,-37.458652,8.863261,314.023804,45.834061,-37.636940,3.500614,0.119854,0.145957
70.000000,38.726715,-11.036883,325.491760,-2.620116,13.295343,-1.763070,-0.040847,-0.008050,-37.454292,9.087263,313.662476,45.754654,-37.687531,3.531052,0.120153,0.145872
71.000000,38.726715,-11.036883,325.491760,-2.620116,13.295343,-1.763070,-0.040847,-0.008050,-37.233974,9.083280,314.023804,45.825554,-37.724594,3.572635,0.120133,0.145930
72.000000,38.721607,-11.261607,325.474915,-2.607116,13.297117,-1.792746,-0.040855,-0.008010,-37.236481,8.859299,314.384338,45.766541,-37.771095,3.542490,0.120143,0.145575
73.000000,38.721607,-11.261607,325.474915,-2.607116,13.297117,-1.792746,-0.040855,-0.008010,-37.239517,8.860265,313.654083,45.905785,-37.772015,3.542125,0.120426,0.146358
74.000000,38.721607,-11.261607,325.474915,-2.607116,13.297117,-1.792746,-0.040855,-0.008010,-37.011700,9.082812,314.023010,45.826012,-37.715340,3.531134,0.120104,0.145932
75.000000,38.721474,-11.479030,325.491699,-2.598567,13.295347,-1.763754,-0.040847,-0.007984,-37.013321,9.082273,313.655457,45.896080,-37.764210,3.530907,0.120400,0.146326
76.000000,38.720676,-11.478605,325.116028,-2.668967,13.345144,-1.763456,-0.041047,-0.008209,-37.016987,9.077086,313.653717,45.895256,-37.761143,3.470541,0.120391,0.146325
77.000000,38.720676,-11.478605,325.116028,-2.668967,13.345144,-1.763456,-0.041047,-0.008209,-37.016552,9.078614,313.290192,45.826004,-37.810284,3.470695,0.120688,0.146273
78.000000,38.721474,-11.479030,325.491699,-2.598567,13.295347,-1.763754,-0.040847,-0.007984,-37.012630,9.301089,313.292358,45.815849,-37.811726,3.500979,0.120692,0.146240
79.000000,38.722439,-11.478675,325.861145,-2.668802,13.343747,-1.763785,-0.040949,-0.008190,-36.790363,9.300622,313.291565,45.816299,-37.802479,3.459479,0.120662,0.146242
80.000000,38.721642,-11.478251,325.485474,-2.739203,13.393544,-1.763487,-0.041149,-0.008416,-36.571224,9.295724,313.285187,45.817047,-37.790524,3.501069,0.120627,0.146247
81.000000,38.721642,-11.478251,325.485474,-2.739203,13.393544,-1.763487,-0.041149,-0.008416,-36.570969,9.513017,313.285583,45.806068,-37.788906,3.470987,0.120621,0.146212
82.000000,38.721504,-11.695665,325.502319,-2.730654,13.391774,-1.734496,-0.041142,-0.008389,-36.348701,9.512549,313.284790,45.806519,-37.779652,3.429487,0.120592,0.146214
